time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
1990-07-21 14:00:00+00:00,32.48,28.5,609.0,572.16,217.0,405.45,0.14,220.0,92850.0
1990-07-21 15:00:00+00:00,32.16,28.4,336.0,166.28,247.0,399.25,0.21,314.0,92820.0
1990-07-21 16:00:00+00:00,31.01,31.3,183.0,73.94,156.0,397.7,1.03,330.0,92850.0
1990-07-21 17:00:00+00:00,30.0,39.65,116.0,241.4,71.0,394.0,1.17,352.0,92860.0
1990-07-21 18:00:00+00:00,28.54,46.65,0.0,0.0,0.0,387.65,0.97,9.0,92870.0
1990-07-21 19:00:00+00:00,27.68,55.05,0.0,0.0,0.0,388.8,0.97,138.0,92860.0
1990-07-21 20:00:00+00:00,26.55,56.7,0.0,0.0,0.0,385.9,1.1,111.0,92910.0
1990-07-21 21:00:00+00:00,24.84,62.45,0.0,0.0,0.0,379.1,1.45,62.0,92940.0
1990-07-21 22:00:00+00:00,23.19,66.55,0.0,0.0,0.0,367.9,1.59,49.0,92930.0
1990-07-21 23:00:00+00:00,22.2,66.35,0.0,0.0,0.0,366.75,1.66,48.0,92930.0
1990-07-22 00:00:00+00:00,21.46,66.25,0.0,0.0,0.0,362.65,1.72,48.0,92930.0
1990-07-22 01:00:00+00:00,20.9,68.5,0.0,0.0,0.0,360.45,1.79,48.0,92910.0
1990-07-22 02:00:00+00:00,20.24,70.7,0.0,0.0,0.0,353.95,1.79,50.0,92880.0
1990-07-22 03:00:00+00:00,19.72,73.15,0.0,0.0,0.0,351.85,1.79,51.0,92870.0
1990-07-22 04:00:00+00:00,19.41,75.7,59.0,173.38,40.0,349.7,1.79,52.0,92870.0
1990-07-22 05:00:00+00:00,21.13,70.9,230.0,495.61,87.0,349.7,1.52,51.0,92880.0
1990-07-22 06:00:00+00:00,25.62,52.75,418.0,653.12,115.0,354.95,1.24,52.0,92890.0
1990-07-22 07:00:00+00:00,28.48,43.55,594.0,732.58,137.0,363.45,1.03,52.0,92950.0
1990-07-22 08:00:00+00:00,30.48,34.6,744.0,780.39,153.0,370.0,0.62,63.0,92890.0
1990-07-22 09:00:00+00:00,31.82,32.55,863.0,826.6,156.0,376.2,0.14,164.0,92900.0
1990-07-22 10:00:00+00:00,32.65,27.55,934.0,856.08,154.0,382.8,0.69,226.0,92870.0
1990-07-22 11:00:00+00:00,32.96,25.75,910.0,761.15,209.0,392.65,1.31,231.0,92850.0
1990-07-22 12:00:00+00:00,32.5,26.55,868.0,751.0,204.0,406.4,1.59,230.0,92840.0
1990-07-22 13:00:00+00:00,31.21,31.3,759.0,674.8,217.0,403.7,2.0,235.0,92850.0
1990-07-22 14:00:00+00:00,29.95,35.7,645.0,697.75,168.0,399.65,1.03,247.0,92860.0
1990-07-22 15:00:00+00:00,30.37,33.3,248.0,39.36,227.0,400.4,0.83,304.0,92780.0
1990-07-22 16:00:00+00:00,30.4,33.4,300.0,525.77,109.0,393.85,0.97,307.0,92760.0
1990-07-22 17:00:00+00:00,29.49,45.35,91.0,97.65,73.0,380.85,0.97,303.0,92750.0
1990-07-22 18:00:00+00:00,28.13,49.8,0.0,0.0,0.0,381.05,0.97,267.0,92760.0
1990-07-22 19:00:00+00:00,27.77,49.7,0.0,0.0,0.0,374.85,0.97,221.0,92720.0
1990-07-22 20:00:00+00:00,27.58,48.0,0.0,0.0,0.0,377.55,0.76,225.0,92750.0
1990-07-22 21:00:00+00:00,27.16,49.55,0.0,0.0,0.0,376.0,0.28,211.0,92760.0
1990-07-22 22:00:00+00:00,26.5,52.95,0.0,0.0,0.0,374.3,0.69,90.0,92750.0
1990-07-22 23:00:00+00:00,24.53,62.35,0.0,0.0,0.0,366.15,1.1,76.0,92710.0
1990-07-23 00:00:00+00:00,22.9,64.3,0.0,0.0,0.0,355.9,1.31,67.0,92690.0
1990-07-23 01:00:00+00:00,21.33,71.0,0.0,0.0,0.0,356.0,1.38,61.0,92670.0
1990-07-23 02:00:00+00:00,20.3,75.85,0.0,0.0,0.0,354.95,1.38,60.0,92630.0
1990-07-23 03:00:00+00:00,19.51,81.1,0.0,0.0,0.0,350.5,1.38,61.0,92630.0
1990-07-23 04:00:00+00:00,19.16,83.85,59.0,196.13,38.0,351.05,1.31,62.0,92630.0
1990-07-23 05:00:00+00:00,21.27,81.3,209.0,373.8,102.0,352.2,0.83,65.0,92630.0
1990-07-23 06:00:00+00:00,26.31,52.85,389.0,536.94,141.0,360.75,0.48,110.0,92620.0
1990-07-23 07:00:00+00:00,26.96,47.9,533.0,522.52,208.0,363.65,0.55,106.0,92640.0
1990-07-23 08:00:00+00:00,28.92,40.75,684.0,600.79,230.0,369.85,1.1,224.0,92630.0
1990-07-23 09:00:00+00:00,27.29,47.9,830.0,746.06,193.0,381.45,1.66,250.0,92690.0
1990-07-23 10:00:00+00:00,28.13,44.95,884.0,734.28,216.0,376.0,1.17,225.0,92670.0
1990-07-23 11:00:00+00:00,29.79,39.5,377.0,11.96,366.0,383.75,0.9,208.0,92600.0
1990-07-23 12:00:00+00:00,30.73,35.85,80.0,0.0,80.0,401.2,1.59,222.0,92520.0
1990-07-23 13:00:00+00:00,31.09,33.55,122.0,0.0,122.0,402.9,2.21,220.0,92480.0
1990-07-23 14:00:00+00:00,27.64,46.4,409.0,124.62,324.0,396.55,1.72,237.0,92570.0
1990-07-23 15:00:00+00:00,26.73,49.45,452.0,530.24,170.0,389.0,1.24,35.0,92550.0
1990-07-23 16:00:00+00:00,26.5,47.75,256.0,312.74,143.0,388.6,2.14,29.0,92550.0
1990-07-23 17:00:00+00:00,26.12,51.05,127.0,362.35,61.0,391.5,1.45,43.0,92550.0
1990-07-23 18:00:00+00:00,25.14,58.35,0.0,0.0,0.0,372.35,0.97,40.0,92550.0
1990-07-23 19:00:00+00:00,24.51,64.5,0.0,0.0,0.0,370.8,1.1,38.0,92490.0
1990-07-23 20:00:00+00:00,23.09,68.85,0.0,0.0,0.0,364.8,1.24,58.0,92500.0
1990-07-23 21:00:00+00:00,21.75,76.0,0.0,0.0,0.0,364.6,1.38,57.0,92520.0
1990-07-23 22:00:00+00:00,20.79,75.95,0.0,0.0,0.0,361.7,1.45,54.0,92520.0
1990-07-23 23:00:00+00:00,20.14,83.95,0.0,0.0,0.0,359.95,1.45,53.0,92510.0
1990-07-24 00:00:00+00:00,19.54,83.9,0.0,0.0,0.0,355.5,1.45,52.0,92490.0
1990-07-24 01:00:00+00:00,19.19,86.8,0.0,0.0,0.0,355.4,1.52,51.0,92490.0
1990-07-24 02:00:00+00:00,18.81,86.8,0.0,0.0,0.0,351.25,1.59,52.0,92490.0
1990-07-24 03:00:00+00:00,18.49,89.75,0.0,0.0,0.0,351.05,1.59,52.0,92490.0
1990-07-24 04:00:00+00:00,18.29,89.75,40.0,47.84,35.0,348.35,1.52,52.0,92500.0
1990-07-24 05:00:00+00:00,20.18,83.95,194.0,299.38,109.0,346.4,1.31,52.0,92510.0
1990-07-24 06:00:00+00:00,23.93,68.95,390.0,545.91,139.0,349.5,0.97,52.0,92520.0
1990-07-24 07:00:00+00:00,26.0,52.85,572.0,674.06,154.0,361.1,1.03,51.0,92570.0
1990-07-24 08:00:00+00:00,27.65,44.8,726.0,742.71,166.0,364.2,0.9,118.0,92560.0
1990-07-24 09:00:00+00:00,28.38,43.55,844.0,793.16,168.0,371.75,1.52,170.0,92560.0
1990-07-24 10:00:00+00:00,28.79,43.55,919.0,835.62,160.0,375.05,1.79,220.0,92580.0
1990-07-24 11:00:00+00:00,29.24,42.2,901.0,753.62,209.0,388.8,1.38,222.0,92520.0
1990-07-24 12:00:00+00:00,29.24,43.65,531.0,113.46,431.0,393.45,1.79,240.0,92510.0
1990-07-24 13:00:00+00:00,29.02,45.2,495.0,132.46,389.0,394.6,2.21,238.0,92480.0
1990-07-24 14:00:00+00:00,25.02,64.6,299.0,24.98,282.0,399.85,1.45,222.0,92520.0
1990-07-24 15:00:00+00:00,23.97,71.35,147.0,0.0,147.0,387.05,0.69,215.0,92530.0
1990-07-24 16:00:00+00:00,24.38,66.75,224.0,189.27,156.0,384.95,1.17,33.0,92520.0
1990-07-24 17:00:00+00:00,24.55,64.5,101.0,172.35,70.0,385.3,1.1,49.0,92500.0
1990-07-24 18:00:00+00:00,24.12,71.35,0.0,0.0,0.0,377.4,0.69,48.0,92500.0
1990-07-24 19:00:00+00:00,24.45,69.05,0.0,0.0,0.0,362.5,0.62,208.0,92480.0
1990-07-24 20:00:00+00:00,23.77,73.75,0.0,0.0,0.0,363.05,0.62,184.0,92520.0
1990-07-24 21:00:00+00:00,23.16,76.2,0.0,0.0,0.0,361.3,0.55,167.0,92540.0
1990-07-24 22:00:00+00:00,22.56,81.45,0.0,0.0,0.0,364.2,0.41,121.0,92540.0
1990-07-24 23:00:00+00:00,21.89,84.15,0.0,0.0,0.0,359.55,0.76,86.0,92530.0
1990-07-25 00:00:00+00:00,20.47,89.9,0.0,0.0,0.0,357.85,0.9,79.0,92490.0
1990-07-25 01:00:00+00:00,19.52,96.1,0.0,0.0,0.0,355.05,0.97,69.0,92470.0
1990-07-25 02:00:00+00:00,18.92,96.1,0.0,0.0,0.0,351.45,1.03,61.0,92470.0
1990-07-25 03:00:00+00:00,18.57,96.1,0.0,0.0,0.0,350.65,1.03,67.0,92450.0
1990-07-25 04:00:00+00:00,18.68,99.4,41.0,58.87,35.0,351.85,0.9,70.0,92460.0
1990-07-25 05:00:00+00:00,20.76,92.95,195.0,316.09,106.0,354.15,0.41,103.0,92470.0
1990-07-25 06:00:00+00:00,22.98,78.85,375.0,485.07,153.0,355.7,0.9,185.0,92510.0
1990-07-25 07:00:00+00:00,24.15,73.75,557.0,621.14,173.0,369.05,0.69,222.0,92540.0
1990-07-25 08:00:00+00:00,25.29,64.6,719.0,727.12,172.0,368.1,1.38,235.0,92540.0
1990-07-25 09:00:00+00:00,26.28,60.6,841.0,791.09,168.0,376.6,2.0,237.0,92560.0
1990-07-25 10:00:00+00:00,26.73,60.7,849.0,642.9,266.0,384.55,2.55,237.0,92550.0
1990-07-25 11:00:00+00:00,26.19,64.8,801.0,500.66,342.0,393.45,2.69,231.0,92520.0
1990-07-25 12:00:00+00:00,26.2,67.05,307.0,2.27,305.0,386.3,2.76,208.0,92540.0
1990-07-25 13:00:00+00:00,26.21,67.05,230.0,0.0,230.0,389.2,2.69,231.0,92530.0
1990-07-25 14:00:00+00:00,23.64,66.65,545.0,399.29,274.0,389.2,0.76,228.0,92560.0
1990-07-25 15:00:00+00:00,24.13,66.65,475.0,641.93,136.0,390.55,0.55,55.0,92530.0
1990-07-25 16:00:00+00:00,24.62,62.35,294.0,529.2,105.0,382.4,0.0,242.0,92490.0
1990-07-25 17:00:00+00:00,24.52,62.35,120.0,326.76,62.0,374.3,0.83,242.0,92500.0
1990-07-25 18:00:00+00:00,23.72,71.35,0.0,0.0,0.0,371.55,0.69,221.0,92510.0
1990-07-25 19:00:00+00:00,22.12,81.4,0.0,0.0,0.0,359.95,0.97,195.0,92520.0
1990-07-25 20:00:00+00:00,22.55,76.15,0.0,0.0,0.0,358.6,0.62,212.0,92560.0
1990-07-25 21:00:00+00:00,22.12,81.4,0.0,0.0,0.0,356.1,0.41,167.0,92580.0
1990-07-25 22:00:00+00:00,21.56,84.1,0.0,0.0,0.0,354.75,0.41,123.0,92600.0
1990-07-25 23:00:00+00:00,21.05,86.95,0.0,0.0,0.0,351.05,0.48,100.0,92580.0
1990-07-26 00:00:00+00:00,20.49,89.9,0.0,0.0,0.0,350.1,0.69,82.0,92580.0
1990-07-26 01:00:00+00:00,19.29,92.9,0.0,0.0,0.0,344.95,0.9,71.0,92550.0
1990-07-26 02:00:00+00:00,18.35,96.1,0.0,0.0,0.0,344.3,1.03,63.0,92530.0
1990-07-26 03:00:00+00:00,17.58,99.4,0.0,0.0,0.0,340.8,1.1,63.0,92540.0
1990-07-26 04:00:00+00:00,17.1,99.4,37.0,40.29,33.0,347.0,1.03,57.0,92550.0
1990-07-26 05:00:00+00:00,18.93,96.1,205.0,379.69,99.0,357.25,0.69,58.0,92580.0
1990-07-26 06:00:00+00:00,21.61,84.1,107.0,0.0,107.0,364.0,0.41,58.0,92600.0
1990-07-26 07:00:00+00:00,23.61,62.25,374.0,134.68,291.0,378.35,0.76,14.0,92630.0
1990-07-26 08:00:00+00:00,25.16,54.45,524.0,222.51,357.0,363.25,1.24,16.0,92620.0
1990-07-26 09:00:00+00:00,26.38,49.45,845.0,798.48,167.0,372.55,0.83,13.0,92610.0
1990-07-26 10:00:00+00:00,26.93,44.7,886.0,741.18,215.0,386.1,0.62,319.0,92580.0
1990-07-26 11:00:00+00:00,27.26,44.7,226.0,0.0,226.0,381.85,1.03,300.0,92580.0
1990-07-26 12:00:00+00:00,27.05,44.7,635.0,242.5,422.0,396.75,1.31,286.0,92590.0
1990-07-26 13:00:00+00:00,27.09,44.7,130.0,0.0,130.0,391.7,1.52,281.0,92570.0
1990-07-26 14:00:00+00:00,27.26,44.7,644.0,720.94,156.0,377.0,1.79,285.0,92540.0
1990-07-26 15:00:00+00:00,27.03,44.7,484.0,682.38,125.0,381.25,1.93,285.0,92490.0
1990-07-26 16:00:00+00:00,26.37,46.15,301.0,571.96,98.0,378.75,1.79,291.0,92500.0
1990-07-26 17:00:00+00:00,25.69,50.95,117.0,314.23,62.0,376.8,1.24,313.0,92520.0
1990-07-26 18:00:00+00:00,25.15,52.6,0.0,0.0,0.0,370.8,0.34,343.0,92540.0
1990-07-26 19:00:00+00:00,23.46,60.15,0.0,0.0,0.0,354.95,0.69,56.0,92520.0
1990-07-26 20:00:00+00:00,22.46,62.05,0.0,0.0,0.0,344.85,0.9,60.0,92540.0
1990-07-26 21:00:00+00:00,20.55,73.3,0.0,0.0,0.0,344.1,1.17,68.0,92540.0
1990-07-26 22:00:00+00:00,19.35,81.1,0.0,0.0,0.0,350.1,1.24,71.0,92520.0
1990-07-26 23:00:00+00:00,18.46,86.75,0.0,0.0,0.0,342.15,1.24,69.0,92490.0
1990-07-27 00:00:00+00:00,17.81,86.7,0.0,0.0,0.0,340.2,1.24,67.0,92480.0
1990-07-27 01:00:00+00:00,17.25,92.8,0.0,0.0,0.0,340.9,1.24,74.0,92430.0
1990-07-27 02:00:00+00:00,16.92,92.8,0.0,0.0,0.0,343.5,1.17,74.0,92390.0
1990-07-27 03:00:00+00:00,16.68,96.05,0.0,0.0,0.0,352.8,1.1,71.0,92360.0
1990-07-27 04:00:00+00:00,17.03,92.8,53.0,207.0,33.0,361.9,1.03,72.0,92370.0
1990-07-27 05:00:00+00:00,19.06,86.8,212.0,440.83,90.0,359.95,0.83,86.0,92380.0
1990-07-27 06:00:00+00:00,22.18,73.55,338.0,339.71,184.0,355.9,0.76,149.0,92360.0
1990-07-27 07:00:00+00:00,23.55,66.65,524.0,506.25,213.0,366.95,1.38,199.0,92380.0
1990-07-27 08:00:00+00:00,24.68,60.25,722.0,734.55,172.0,366.35,1.93,221.0,92370.0
1990-07-27 09:00:00+00:00,25.45,54.55,736.0,492.05,319.0,371.4,2.55,225.0,92370.0
1990-07-27 10:00:00+00:00,25.53,56.5,769.0,449.24,363.0,373.9,2.97,225.0,92350.0
1990-07-27 11:00:00+00:00,25.61,58.45,868.0,664.31,261.0,393.05,3.03,222.0,92350.0
1990-07-27 12:00:00+00:00,25.96,56.6,879.0,808.67,170.0,390.15,3.31,223.0,92310.0
1990-07-27 13:00:00+00:00,25.68,58.45,767.0,722.97,192.0,392.65,3.31,220.0,92290.0
1990-07-27 14:00:00+00:00,25.7,56.5,650.0,748.12,145.0,399.65,3.52,219.0,92260.0
1990-07-27 15:00:00+00:00,25.38,52.75,480.0,673.65,127.0,378.75,3.03,217.0,92260.0
1990-07-27 16:00:00+00:00,24.97,50.8,301.0,578.55,97.0,368.65,2.55,216.0,92260.0
1990-07-27 17:00:00+00:00,24.17,50.55,122.0,371.08,58.0,351.45,2.07,217.0,92260.0
1990-07-27 18:00:00+00:00,22.89,60.05,0.0,0.0,0.0,347.55,1.03,220.0,92290.0
1990-07-27 19:00:00+00:00,22.27,61.95,0.0,0.0,0.0,343.5,0.34,224.0,92360.0
1990-07-27 20:00:00+00:00,21.53,66.25,0.0,0.0,0.0,337.5,0.48,100.0,92380.0
1990-07-27 21:00:00+00:00,19.77,75.7,0.0,0.0,0.0,333.85,0.97,87.0,92390.0
1990-07-27 22:00:00+00:00,18.56,81.0,0.0,0.0,0.0,333.05,1.1,80.0,92380.0
1990-07-27 23:00:00+00:00,17.71,86.65,0.0,0.0,0.0,333.45,1.1,66.0,92370.0
1990-07-28 00:00:00+00:00,16.77,89.65,0.0,0.0,0.0,329.4,1.17,56.0,92380.0
1990-07-28 01:00:00+00:00,16.08,96.0,0.0,0.0,0.0,326.95,1.17,54.0,92350.0
1990-07-28 02:00:00+00:00,15.63,99.4,0.0,0.0,0.0,330.15,1.17,53.0,92360.0
1990-07-28 03:00:00+00:00,15.13,99.4,0.0,0.0,0.0,325.5,1.24,54.0,92350.0
1990-07-28 04:00:00+00:00,14.93,99.4,51.0,191.66,33.0,325.5,1.24,56.0,92370.0
1990-07-28 05:00:00+00:00,16.98,92.8,222.0,517.68,80.0,330.15,0.9,57.0,92380.0
1990-07-28 06:00:00+00:00,21.5,66.25,414.0,680.53,107.0,333.65,0.69,57.0,92380.0
1990-07-28 07:00:00+00:00,23.28,58.0,591.0,756.13,128.0,349.3,0.97,56.0,92430.0
1990-07-28 08:00:00+00:00,24.75,52.5,745.0,804.61,144.0,353.55,0.62,85.0,92430.0
1990-07-28 09:00:00+00:00,25.73,49.2,862.0,841.82,150.0,367.7,0.55,179.0,92430.0
1990-07-28 10:00:00+00:00,26.98,43.15,876.0,708.33,237.0,365.2,1.24,214.0,92410.0
1990-07-28 11:00:00+00:00,27.63,40.35,530.0,89.9,448.0,376.2,1.86,227.0,92370.0
1990-07-28 12:00:00+00:00,28.03,39.1,680.0,315.4,404.0,382.0,2.34,232.0,92380.0
1990-07-28 13:00:00+00:00,27.8,41.8,754.0,677.97,216.0,395.55,2.83,235.0,92360.0
1990-07-28 14:00:00+00:00,27.23,44.7,590.0,531.89,232.0,396.9,2.97,235.0,92360.0
1990-07-28 15:00:00+00:00,26.78,49.45,479.0,668.78,130.0,388.8,2.76,234.0,92370.0
1990-07-28 16:00:00+00:00,25.86,51.05,298.0,571.1,98.0,395.75,2.41,230.0,92370.0
1990-07-28 17:00:00+00:00,24.92,56.35,120.0,376.88,56.0,368.3,1.66,225.0,92410.0
1990-07-28 18:00:00+00:00,23.68,68.95,0.0,0.0,0.0,353.4,0.76,213.0,92420.0
1990-07-28 19:00:00+00:00,23.21,64.3,0.0,0.0,0.0,347.95,0.48,175.0,92420.0
1990-07-28 20:00:00+00:00,21.71,73.45,0.0,0.0,0.0,345.05,0.83,94.0,92450.0
1990-07-28 21:00:00+00:00,20.26,81.15,0.0,0.0,0.0,341.95,1.03,81.0,92460.0
1990-07-28 22:00:00+00:00,19.39,83.9,0.0,0.0,0.0,339.05,1.1,69.0,92480.0
1990-07-28 23:00:00+00:00,18.46,86.75,0.0,0.0,0.0,337.5,1.1,67.0,92470.0
1990-07-29 00:00:00+00:00,17.64,92.85,0.0,0.0,0.0,337.1,1.17,68.0,92480.0
1990-07-29 01:00:00+00:00,17.04,92.8,0.0,0.0,0.0,335.3,1.24,68.0,92460.0
1990-07-29 02:00:00+00:00,16.67,96.05,0.0,0.0,0.0,334.6,1.24,63.0,92440.0
1990-07-29 03:00:00+00:00,16.34,96.05,0.0,0.0,0.0,333.85,1.31,62.0,92440.0
1990-07-29 04:00:00+00:00,16.15,96.0,47.0,164.51,32.0,333.45,1.31,64.0,92440.0
1990-07-29 05:00:00+00:00,18.02,92.85,221.0,518.74,80.0,336.75,0.9,63.0,92450.0
1990-07-29 06:00:00+00:00,22.52,66.45,413.0,681.7,107.0,345.05,0.55,91.0,92460.0
1990-07-29 07:00:00+00:00,24.38,56.25,588.0,748.81,131.0,364.4,0.14,251.0,92480.0
1990-07-29 08:00:00+00:00,25.87,51.05,741.0,797.21,147.0,355.1,0.97,256.0,92480.0
1990-07-29 09:00:00+00:00,27.11,47.9,744.0,509.44,314.0,361.7,1.72,247.0,92470.0
1990-07-29 10:00:00+00:00,28.25,43.4,813.0,544.16,323.0,367.5,2.34,249.0,92450.0
1990-07-29 11:00:00+00:00,28.63,42.05,719.0,330.6,418.0,374.45,2.55,246.0,92420.0
1990-07-29 12:00:00+00:00,28.97,40.75,709.0,370.98,385.0,395.0,2.76,240.0,92410.0
1990-07-29 13:00:00+00:00,28.68,43.55,784.0,776.82,169.0,397.5,2.9,235.0,92400.0
1990-07-29 14:00:00+00:00,28.31,46.5,642.0,716.81,161.0,392.3,2.9,234.0,92400.0
1990-07-29 15:00:00+00:00,27.62,51.45,492.0,721.72,117.0,395.4,2.55,237.0,92410.0
1990-07-29 16:00:00+00:00,26.98,53.1,299.0,580.96,97.0,373.5,2.21,238.0,92430.0
1990-07-29 17:00:00+00:00,26.15,56.6,120.0,389.06,55.0,368.1,1.72,235.0,92440.0
1990-07-29 18:00:00+00:00,24.84,64.6,0.0,0.0,0.0,362.1,0.9,229.0,92450.0
1990-07-29 19:00:00+00:00,23.88,71.35,0.0,0.0,0.0,360.55,0.69,230.0,92460.0
1990-07-29 20:00:00+00:00,23.56,71.35,0.0,0.0,0.0,355.1,0.14,189.0,92490.0
1990-07-29 21:00:00+00:00,22.51,76.15,0.0,0.0,0.0,350.5,0.62,60.0,92500.0
1990-07-29 22:00:00+00:00,20.86,81.3,0.0,0.0,0.0,345.25,1.03,61.0,92490.0
1990-07-29 23:00:00+00:00,19.4,89.85,0.0,0.0,0.0,340.8,1.24,61.0,92470.0
1990-07-30 00:00:00+00:00,18.29,92.85,0.0,0.0,0.0,336.15,1.31,60.0,92470.0
1990-07-30 01:00:00+00:00,17.56,96.05,0.0,0.0,0.0,333.75,1.31,61.0,92480.0
1990-07-30 02:00:00+00:00,17.06,99.4,0.0,0.0,0.0,332.1,1.31,61.0,92450.0
1990-07-30 03:00:00+00:00,16.66,99.4,0.0,0.0,0.0,330.75,1.31,59.0,92440.0
1990-07-30 04:00:00+00:00,16.26,96.05,47.0,180.97,31.0,331.9,1.31,57.0,92450.0
1990-07-30 05:00:00+00:00,18.1,96.05,219.0,519.87,79.0,343.1,0.9,57.0,92470.0
1990-07-30 06:00:00+00:00,22.36,76.15,410.0,678.45,107.0,355.7,0.55,61.0,92490.0
1990-07-30 07:00:00+00:00,24.81,56.25,591.0,766.13,125.0,366.35,0.28,320.0,92500.0
1990-07-30 08:00:00+00:00,26.77,43.05,738.0,793.85,148.0,349.1,1.38,293.0,92480.0
1990-07-30 09:00:00+00:00,28.03,37.75,817.0,717.08,213.0,358.0,2.0,282.0,92490.0
1990-07-30 10:00:00+00:00,29.02,35.45,795.0,508.48,338.0,362.65,2.48,275.0,92490.0
1990-07-30 11:00:00+00:00,29.6,35.6,766.0,423.66,381.0,370.8,2.97,272.0,92480.0
1990-07-30 12:00:00+00:00,29.77,35.6,341.0,8.03,334.0,377.0,3.1,269.0,92470.0
1990-07-30 13:00:00+00:00,29.7,35.6,718.0,577.38,262.0,394.8,3.03,268.0,92460.0
1990-07-30 14:00:00+00:00,29.36,36.7,587.0,532.2,231.0,393.25,2.83,267.0,92450.0
1990-07-30 15:00:00+00:00,28.88,36.7,480.0,690.18,123.0,395.55,2.69,274.0,92460.0
1990-07-30 16:00:00+00:00,28.31,39.1,295.0,576.62,96.0,378.75,2.48,274.0,92450.0
1990-07-30 17:00:00+00:00,27.38,40.35,116.0,377.53,54.0,374.85,2.14,266.0,92500.0
1990-07-30 18:00:00+00:00,25.91,46.0,0.0,0.0,0.0,367.3,1.66,260.0,92530.0
1990-07-30 19:00:00+00:00,23.97,60.15,0.0,0.0,0.0,362.1,1.17,271.0,92530.0
1990-07-30 20:00:00+00:00,24.76,50.7,0.0,0.0,0.0,362.1,0.69,316.0,92540.0
1990-07-30 21:00:00+00:00,22.6,59.95,0.0,0.0,0.0,360.35,1.1,28.0,92540.0
1990-07-30 22:00:00+00:00,20.88,66.15,0.0,0.0,0.0,349.9,1.38,50.0,92540.0
1990-07-30 23:00:00+00:00,19.46,73.15,0.0,0.0,0.0,347.2,1.45,56.0,92520.0
1990-07-31 00:00:00+00:00,18.55,78.25,0.0,0.0,0.0,347.4,1.38,51.0,92520.0
1990-07-31 01:00:00+00:00,17.8,83.75,0.0,0.0,0.0,341.5,1.38,50.0,92520.0
1990-07-31 02:00:00+00:00,17.3,83.7,0.0,0.0,0.0,340.0,1.45,52.0,92520.0
1990-07-31 03:00:00+00:00,16.89,86.6,0.0,0.0,0.0,337.3,1.52,52.0,92500.0
1990-07-31 04:00:00+00:00,16.64,89.65,34.0,58.4,29.0,337.5,1.52,53.0,92490.0
1990-07-31 05:00:00+00:00,18.43,81.0,192.0,363.63,95.0,344.3,1.31,54.0,92490.0
1990-07-31 06:00:00+00:00,21.92,66.35,381.0,571.68,127.0,349.3,1.1,53.0,92520.0
1990-07-31 07:00:00+00:00,24.64,58.2,577.0,737.42,130.0,371.0,0.83,38.0,92570.0
1990-07-31 08:00:00+00:00,26.43,49.45,726.0,778.36,149.0,381.45,0.34,346.0,92580.0
1990-07-31 09:00:00+00:00,28.18,43.4,793.0,667.46,232.0,378.75,0.9,271.0,92560.0
1990-07-31 10:00:00+00:00,29.36,40.75,707.0,340.02,402.0,379.1,2.0,258.0,92550.0
1990-07-31 11:00:00+00:00,29.8,39.5,624.0,196.26,446.0,386.65,2.83,250.0,92530.0
1990-07-31 12:00:00+00:00,27.58,49.7,465.0,63.24,410.0,390.95,2.07,239.0,92580.0
1990-07-31 13:00:00+00:00,28.48,45.05,759.0,731.18,183.0,386.3,2.21,231.0,92530.0
1990-07-31 14:00:00+00:00,27.86,46.5,638.0,739.43,145.0,396.55,2.55,239.0,92510.0
1990-07-31 15:00:00+00:00,25.3,64.6,418.0,446.75,188.0,396.35,1.86,249.0,92560.0
1990-07-31 16:00:00+00:00,22.46,65.36,162.0,58.4,142.0,373.32,1.64,355.0,92600.0
1990-07-31 17:00:00+00:00,22.31,67.09,107.0,310.0,57.0,373.36,1.65,38.0,92650.0
1990-07-31 18:00:00+00:00,22.15,68.81,0.0,0.0,0.0,373.39,1.65,52.0,92670.0
1990-07-31 19:00:00+00:00,21.99,70.53,0.0,0.0,0.0,373.43,1.66,43.0,92650.0
1990-07-31 20:00:00+00:00,21.83,72.25,0.0,0.0,0.0,373.46,1.67,41.0,92720.0
1990-07-31 21:00:00+00:00,21.68,73.98,0.0,0.0,0.0,373.5,1.67,42.0,92720.0
1990-07-31 22:00:00+00:00,21.52,75.7,0.0,0.0,0.0,373.53,1.68,42.0,92740.0
1990-07-31 23:00:00+00:00,21.36,77.42,0.0,0.0,0.0,373.57,1.68,44.0,92740.0
1990-08-01 00:00:00+00:00,21.2,79.15,0.0,0.0,0.0,373.61,1.69,47.0,92820.0
1990-08-01 01:00:00+00:00,21.05,80.87,0.0,0.0,0.0,373.64,1.69,47.0,92810.0
1990-08-01 02:00:00+00:00,20.89,82.59,0.0,0.0,0.0,373.68,1.7,46.0,92770.0
1990-08-01 03:00:00+00:00,20.73,84.31,0.0,0.0,0.0,373.71,1.7,44.0,92770.0
1990-08-01 04:00:00+00:00,20.57,86.04,22.0,12.51,21.0,373.75,1.71,44.0,92780.0
1990-08-01 05:00:00+00:00,20.42,87.76,180.0,309.65,99.0,373.78,1.72,43.0,92810.0
1990-08-01 06:00:00+00:00,20.26,89.48,375.0,557.29,130.0,373.82,1.72,45.0,92790.0
1990-08-01 07:00:00+00:00,20.1,91.2,558.0,681.17,148.0,373.85,1.73,41.0,92810.0
